Datetime,Open,High,Low,Close,Adj Close,Volume
2021-12-01 09:30:00-05:00,159.67999267578125,159.8538055419922,158.79100036621094,159.39999389648438,159.39999389648438,2620051
2021-12-01 09:35:00-05:00,160.0,160.63999938964844,158.60000610351562,158.6199951171875,158.6199951171875,1557145
2021-12-01 09:40:00-05:00,158.0,158.75,157.7899932861328,158.6199951171875,158.6199951171875,1705731
2021-12-01 09:45:00-05:00,158.625,159.07000732421875,158.25,158.32000732421875,158.32000732421875,991381
2021-12-01 09:50:00-05:00,158.3634033203125,159.26499938964844,158.32029724121094,158.9199981689453,158.9199981689453,1025962
2021-12-01 09:55:00-05:00,158.9499969482422,160.25999450683594,158.5399932861328,160.25999450683594,160.25999450683594,1294620
2021-12-01 10:00:00-05:00,160.25999450683594,160.4199981689453,159.32000732421875,159.4600067138672,159.4600067138672,1306199
2021-12-01 10:05:00-05:00,159.47999572753906,159.85000610351562,158.92999267578125,159.61000061035156,159.61000061035156,798282
2021-12-01 10:10:00-05:00,159.63999938964844,159.75,159.10000610351562,159.23179626464844,159.23179626464844,581430
2021-12-01 10:15:00-05:00,159.24110412597656,159.50999450683594,158.3000946044922,158.38499450683594,158.38499450683594,1002417
2021-12-01 10:20:00-05:00,158.39999389648438,158.57000732421875,157.60000610351562,157.9199981689453,157.9199981689453,940736
2021-12-01 10:25:00-05:00,157.9199981689453,158.5500030517578,157.8000030517578,157.91250610351562,157.91250610351562,844785
2021-12-01 10:30:00-05:00,157.88009643554688,158.1999053955078,157.41000366210938,157.75990295410156,157.75990295410156,860521
2021-12-01 10:35:00-05:00,157.77499389648438,158.1999969482422,157.25,157.2530975341797,157.2530975341797,709856
2021-12-01 10:40:00-05:00,157.25,158.1699981689453,156.99000549316406,157.9123992919922,157.9123992919922,953866
2021-12-01 10:45:00-05:00,157.9149932861328,158.8699951171875,157.85000610351562,158.66000366210938,158.66000366210938,638603
2021-12-01 10:50:00-05:00,158.66009521484375,159.0299072265625,158.58999633789062,158.86000061035156,158.86000061035156,561126
2021-12-01 10:55:00-05:00,158.8800048828125,159.27999877929688,158.52000427246094,159.2100067138672,159.2100067138672,763176
2021-12-01 11:00:00-05:00,159.2100067138672,159.38499450683594,158.67010498046875,158.82220458984375,158.82220458984375,695065
2021-12-01 11:05:00-05:00,158.77000427246094,158.77000427246094,158.3000030517578,158.58999633789062,158.58999633789062,413060
2021-12-01 11:10:00-05:00,158.6199951171875,159.38999938964844,158.52389526367188,159.21249389648438,159.21249389648438,744703
2021-12-01 11:15:00-05:00,159.2100067138672,159.33999633789062,158.82000732421875,159.19000244140625,159.19000244140625,445808
2021-12-01 11:20:00-05:00,159.21820068359375,159.7698974609375,158.80999755859375,159.0095977783203,159.0095977783203,743847
2021-12-01 11:25:00-05:00,159.0247039794922,159.1199951171875,158.3699951171875,158.46009826660156,158.46009826660156,488833
2021-12-01 11:30:00-05:00,158.49000549316406,158.74000549316406,157.66000366210938,158.0800018310547,158.0800018310547,764698
