Datetime,Open,High,Low,Close,Adj Close,Volume
2021-12-28 09:30:00-05:00,41.52000045776367,41.599998474121094,41.45000076293945,41.48500061035156,41.48500061035156,8337
2021-12-28 09:35:00-05:00,41.4900016784668,41.81999969482422,41.470001220703125,41.81999969482422,41.81999969482422,12309
2021-12-28 09:40:00-05:00,41.810001373291016,41.810001373291016,41.65999984741211,41.65999984741211,41.65999984741211,6464
2021-12-28 09:45:00-05:00,41.689998626708984,41.689998626708984,41.56999969482422,41.619998931884766,41.619998931884766,4267
2021-12-28 09:50:00-05:00,41.630001068115234,41.72999954223633,41.62699890136719,41.68000030517578,41.68000030517578,4794
2021-12-28 09:55:00-05:00,41.72999954223633,41.81999969482422,41.72999954223633,41.81999969482422,41.81999969482422,64575
2021-12-28 10:00:00-05:00,41.84000015258789,41.90999984741211,41.83000183105469,41.904998779296875,41.904998779296875,41178
2021-12-28 10:05:00-05:00,41.905601501464844,41.905601501464844,41.689998626708984,41.689998626708984,41.689998626708984,9407
2021-12-28 10:10:00-05:00,41.68000030517578,41.779998779296875,41.63999938964844,41.76060104370117,41.76060104370117,15542
2021-12-28 10:15:00-05:00,41.77000045776367,41.790000915527344,41.709999084472656,41.75,41.75,14384
2021-12-28 10:20:00-05:00,41.75,41.83000183105469,41.75,41.810001373291016,41.810001373291016,11144
2021-12-28 10:25:00-05:00,41.7599983215332,41.7599983215332,41.70500183105469,41.720001220703125,41.720001220703125,2868
2021-12-28 10:30:00-05:00,41.7400016784668,41.83000183105469,41.7400016784668,41.77000045776367,41.77000045776367,8990
2021-12-28 10:35:00-05:00,41.779998779296875,41.779998779296875,41.60499954223633,41.60499954223633,41.60499954223633,4547
2021-12-28 10:40:00-05:00,41.63999938964844,41.689998626708984,41.61000061035156,41.66999816894531,41.66999816894531,3804
2021-12-28 10:45:00-05:00,41.66999816894531,41.689998626708984,41.619998931884766,41.619998931884766,41.619998931884766,2673
2021-12-28 10:50:00-05:00,41.619998931884766,41.630001068115234,41.56999969482422,41.599998474121094,41.599998474121094,3689
2021-12-28 10:55:00-05:00,41.61000061035156,41.619998931884766,41.5099983215332,41.5099983215332,41.5099983215332,6375
2021-12-28 11:00:00-05:00,41.5,41.525001525878906,41.459999084472656,41.470001220703125,41.470001220703125,4463
2021-12-28 11:05:00-05:00,41.45000076293945,41.470001220703125,41.435001373291016,41.435001373291016,41.435001373291016,3418
2021-12-28 11:10:00-05:00,41.439998626708984,41.45000076293945,41.43000030517578,41.44900131225586,41.44900131225586,2864
2021-12-28 11:15:00-05:00,41.439998626708984,41.439998626708984,41.34000015258789,41.3650016784668,41.3650016784668,6876
2021-12-28 11:20:00-05:00,41.36000061035156,41.45000076293945,41.36000061035156,41.45000076293945,41.45000076293945,4461
2021-12-28 11:25:00-05:00,41.439998626708984,41.46989822387695,41.439998626708984,41.45000076293945,41.45000076293945,3985
2021-12-28 11:30:00-05:00,41.47999954223633,41.5,41.41999816894531,41.5,41.5,21676
2021-12-28 11:35:00-05:00,41.494998931884766,41.54999923706055,41.494998931884766,41.540000915527344,41.540000915527344,12127
2021-12-28 11:40:00-05:00,41.529998779296875,41.529998779296875,41.439998626708984,41.529998779296875,41.529998779296875,22917
2021-12-28 11:45:00-05:00,41.529998779296875,41.540000915527344,41.459999084472656,41.540000915527344,41.540000915527344,2983
2021-12-28 11:50:00-05:00,41.54499816894531,41.584999084472656,41.54499816894531,41.58000183105469,41.58000183105469,2707
2021-12-28 11:55:00-05:00,41.54999923706055,41.560001373291016,41.53110122680664,41.54999923706055,41.54999923706055,4018
2021-12-28 12:00:00-05:00,41.54999923706055,41.54999923706055,41.52000045776367,41.529998779296875,41.529998779296875,3675
2021-12-28 12:05:00-05:00,41.5099983215332,41.564998626708984,41.5099983215332,41.529998779296875,41.529998779296875,4614
2021-12-28 12:10:00-05:00,41.51499938964844,41.529998779296875,41.5099983215332,41.529998779296875,41.529998779296875,3094
2021-12-28 12:15:00-05:00,41.540000915527344,41.54499816894531,41.529998779296875,41.540000915527344,41.540000915527344,3985
2021-12-28 12:20:00-05:00,41.540000915527344,41.560001373291016,41.5099983215332,41.54999923706055,41.54999923706055,3107
2021-12-28 12:25:00-05:00,41.5099983215332,41.5099983215332,41.459999084472656,41.4900016784668,41.4900016784668,3025
2021-12-28 12:30:00-05:00,41.4900016784668,41.4900016784668,41.439998626708984,41.45000076293945,41.45000076293945,4737
2021-12-28 12:35:00-05:00,41.470001220703125,41.470001220703125,41.415000915527344,41.45500183105469,41.45500183105469,2288
2021-12-28 12:40:00-05:00,41.45000076293945,41.47999954223633,41.45000076293945,41.47999954223633,41.47999954223633,2538
2021-12-28 12:45:00-05:00,41.494998931884766,41.5,41.43000030517578,41.44900131225586,41.44900131225586,4819
2021-12-28 12:50:00-05:00,41.42499923706055,41.45000076293945,41.400001525878906,41.400001525878906,41.400001525878906,2484
2021-12-28 12:55:00-05:00,41.400001525878906,41.439998626708984,41.400001525878906,41.439998626708984,41.439998626708984,3919
2021-12-28 13:00:00-05:00,41.44499969482422,41.47999954223633,41.44499969482422,41.47999954223633,41.47999954223633,1883
2021-12-28 13:05:00-05:00,41.48500061035156,41.51499938964844,41.47999954223633,41.5,41.5,3674
2021-12-28 13:10:00-05:00,41.4900016784668,41.5099983215332,41.48500061035156,41.494998931884766,41.494998931884766,2532
2021-12-28 13:15:00-05:00,41.4900016784668,41.5,41.4900016784668,41.494998931884766,41.494998931884766,2227
2021-12-28 13:20:00-05:00,41.5,41.52000045776367,41.47999954223633,41.52000045776367,41.52000045776367,5275
2021-12-28 13:25:00-05:00,41.52000045776367,41.58000183105469,41.52000045776367,41.54999923706055,41.54999923706055,7594
2021-12-28 13:30:00-05:00,41.540000915527344,41.540000915527344,41.52000045776367,41.52000045776367,41.52000045776367,2056
2021-12-28 13:35:00-05:00,41.52000045776367,41.540000915527344,41.52000045776367,41.529998779296875,41.529998779296875,4617
2021-12-28 13:40:00-05:00,41.54999923706055,41.56999969482422,41.529998779296875,41.529998779296875,41.529998779296875,2867
2021-12-28 13:45:00-05:00,41.52180099487305,41.540000915527344,41.494998931884766,41.540000915527344,41.540000915527344,3940
2021-12-28 13:50:00-05:00,41.54999923706055,41.58000183105469,41.54999923706055,41.560001373291016,41.560001373291016,3365
2021-12-28 13:55:00-05:00,41.58000183105469,41.59000015258789,41.560001373291016,41.59000015258789,41.59000015258789,4556
2021-12-28 14:00:00-05:00,41.61000061035156,41.61000061035156,41.5099983215332,41.5099983215332,41.5099983215332,5745
2021-12-28 14:05:00-05:00,41.52000045776367,41.529998779296875,41.5099983215332,41.52000045776367,41.52000045776367,2553
2021-12-28 14:10:00-05:00,41.52000045776367,41.527801513671875,41.5,41.5,41.5,5120
2021-12-28 14:15:00-05:00,41.505001068115234,41.630001068115234,41.5,41.619998931884766,41.619998931884766,20266
2021-12-28 14:20:00-05:00,41.6349983215332,41.63999938964844,41.619998931884766,41.619998931884766,41.619998931884766,5319
2021-12-28 14:25:00-05:00,41.619998931884766,41.619998931884766,41.540000915527344,41.56999969482422,41.56999969482422,12814
2021-12-28 14:30:00-05:00,41.560001373291016,41.619998931884766,41.560001373291016,41.61000061035156,41.61000061035156,3976
2021-12-28 14:35:00-05:00,41.60499954223633,41.63999938964844,41.60499954223633,41.619998931884766,41.619998931884766,3035
2021-12-28 14:40:00-05:00,41.6150016784668,41.63999938964844,41.6150016784668,41.630001068115234,41.630001068115234,2235
2021-12-28 14:45:00-05:00,41.630001068115234,41.650001525878906,41.625,41.63999938964844,41.63999938964844,4003
2021-12-28 14:50:00-05:00,41.630001068115234,41.63999938964844,41.60499954223633,41.630001068115234,41.630001068115234,2653
2021-12-28 14:55:00-05:00,41.62300109863281,41.630001068115234,41.58000183105469,41.619998931884766,41.619998931884766,4191
