Datetime,Open,High,Low,Close,Adj Close,Volume
2021-12-28 09:30:00-05:00,118.66999816894531,119.70999908447266,118.66999816894531,119.66449737548828,119.66449737548828,12000
2021-12-28 09:35:00-05:00,119.72000122070312,119.77749633789062,119.51270294189453,119.70999908447266,119.70999908447266,2067
2021-12-28 09:40:00-05:00,119.70999908447266,119.82499694824219,119.69999694824219,119.69999694824219,119.69999694824219,1769
2021-12-28 09:45:00-05:00,119.63999938964844,119.73999786376953,119.58999633789062,119.63500213623047,119.63500213623047,4090
2021-12-28 09:50:00-05:00,119.70999908447266,119.93000030517578,119.68499755859375,119.88500213623047,119.88500213623047,2396
2021-12-28 09:55:00-05:00,119.98999786376953,120.29000091552734,119.98999786376953,120.20999908447266,120.20999908447266,38133
2021-12-28 10:00:00-05:00,120.16000366210938,120.4800033569336,120.16000366210938,120.375,120.375,2000
2021-12-28 10:05:00-05:00,120.41000366210938,120.41000366210938,119.80000305175781,119.80000305175781,119.80000305175781,5056
2021-12-28 10:10:00-05:00,119.82009887695312,120.30000305175781,119.82009887695312,120.19000244140625,120.19000244140625,4472
2021-12-28 10:15:00-05:00,120.12999725341797,120.19000244140625,120.08000183105469,120.1500015258789,120.1500015258789,6146
2021-12-28 10:20:00-05:00,120.1500015258789,120.1500015258789,119.94999694824219,120.08999633789062,120.08999633789062,1755
2021-12-28 10:25:00-05:00,120.05000305175781,120.30049896240234,120.05000305175781,120.30049896240234,120.30049896240234,3387
2021-12-28 10:30:00-05:00,120.30000305175781,120.31999969482422,120.20999908447266,120.31999969482422,120.31999969482422,3290
2021-12-28 10:35:00-05:00,120.29499816894531,120.30999755859375,119.8949966430664,119.8949966430664,119.8949966430664,9433
2021-12-28 10:40:00-05:00,119.80999755859375,120.0,119.76000213623047,120.0,120.0,4565
2021-12-28 10:45:00-05:00,119.91000366210938,119.96499633789062,119.87000274658203,119.93000030517578,119.93000030517578,2484
2021-12-28 10:50:00-05:00,119.94499969482422,119.99500274658203,119.7699966430664,119.7699966430664,119.7699966430664,3904
2021-12-28 10:55:00-05:00,119.78060150146484,119.91999816894531,119.7699966430664,119.91999816894531,119.91999816894531,4688
2021-12-28 11:00:00-05:00,119.95999908447266,120.0199966430664,119.91000366210938,120.01000213623047,120.01000213623047,3019
2021-12-28 11:05:00-05:00,119.9800033569336,119.9999008178711,119.8550033569336,119.93499755859375,119.93499755859375,4546
2021-12-28 11:10:00-05:00,119.95999908447266,119.9800033569336,119.86499786376953,119.86499786376953,119.86499786376953,3392
2021-12-28 11:15:00-05:00,119.80999755859375,119.80999755859375,119.69999694824219,119.69999694824219,119.69999694824219,1098
2021-12-28 11:20:00-05:00,119.69999694824219,119.85970306396484,119.69999694824219,119.83989715576172,119.83989715576172,4652
2021-12-28 11:25:00-05:00,119.76499938964844,119.875,119.63999938964844,119.875,119.875,2925
2021-12-28 11:30:00-05:00,119.86000061035156,120.12000274658203,119.86000061035156,120.12000274658203,120.12000274658203,2073
2021-12-28 11:35:00-05:00,120.12000274658203,120.21800231933594,120.0199966430664,120.21800231933594,120.21800231933594,4177
2021-12-28 11:40:00-05:00,120.25499725341797,120.29000091552734,120.16999816894531,120.2249984741211,120.2249984741211,1590
2021-12-28 11:45:00-05:00,120.27999877929688,120.37999725341797,120.27999877929688,120.30000305175781,120.30000305175781,4800
2021-12-28 11:50:00-05:00,120.33000183105469,120.54000091552734,120.33000183105469,120.44999694824219,120.44999694824219,6987
2021-12-28 11:55:00-05:00,120.44000244140625,120.44000244140625,120.36589813232422,120.36589813232422,120.36589813232422,2366
2021-12-28 12:00:00-05:00,120.3949966430664,120.3949966430664,120.30000305175781,120.30000305175781,120.30000305175781,5028
2021-12-28 12:05:00-05:00,120.26000213623047,120.30000305175781,120.19000244140625,120.19000244140625,120.19000244140625,3102
2021-12-28 12:10:00-05:00,120.19000244140625,120.20999908447266,120.1500015258789,120.16000366210938,120.16000366210938,2432
2021-12-28 12:15:00-05:00,120.17500305175781,120.17500305175781,120.09010314941406,120.12999725341797,120.12999725341797,1619
2021-12-28 12:20:00-05:00,120.1449966430664,120.1449966430664,119.95999908447266,120.01000213623047,120.01000213623047,5199
